user,insider_risk_score,risk_category,anomalous_day_count,mean_anomaly_score,worst_anomaly_score,data_access_violations,mean_file_zscore,peak_file_zscore,most_common_anomaly_trigger,privilege_misuse_indicators,access_pattern_deviations,historical_security_events
LQC0479,0.22797568591364598,Medium,1,-0.052997822186243,-0.052997822186243,0.5673449798950758,5.1566196321422246e-17,13.96442179763029,file_count (z=13.96),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
JLM0364,0.2273595494343173,Medium,93,-0.02852042007353637,-0.0473832465183645,0.6039039628881171,5.799672516698579e-19,18.24836938125231,unique_pcs (z=1.47),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
CAH0936,0.20835214892703396,Medium,1,-0.0512194422611326,-0.0512194422611326,0.48845032933698984,1.9041615829326813e-17,10.47960909431693,device_connects (z=11.89),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
WIF0691,0.20324486894142357,Medium,144,-0.012791835293538573,-0.0465985593076871,0.5163194498815702,2.9392031518978134e-16,1.0681239188725675,logon_count (z=-1.77),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
JTM0223,0.20316352966961337,Medium,71,-0.02740588008734901,-0.0554927531549084,0.5110260790283151,1.9546180011006276e-17,11.832457151983316,logon_count (z=1.16),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
JGT0221,0.20239398994651636,Medium,47,-0.03322358885734914,-0.056888857117715,0.5016026760506174,1.0636260728616919e-17,11.61926414494795,unique_pcs (z=1.19),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
BBS0039,0.196751517909237,Medium,48,-0.03170830218174021,-0.0473832465183645,0.5098411562276164,2.475019481648438e-18,12.450155397694903,unique_pcs (z=1.27),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
CBB0365,0.19478894104159936,Medium,150,-0.030772923118613457,-0.0517926863331383,0.30351871096063376,0.0,0.0,logon_count (z=1.25),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
MCF0600,0.19470689158776205,Medium,4,-0.034799535567003596,-0.0688805210365219,0.4984291525455421,9.026203452237045e-17,8.208878975004305,device_connects (z=9.05),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
CSC0217,0.19398888245612322,Medium,34,-0.03133027270774575,-0.0583051741403681,0.495411715902648,2.812401246008416e-17,10.536073725896289,unique_pcs (z=1.27),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
AJR0932,0.1853421756879477,Medium,2,-0.03865159188637645,-0.0484333398773063,0.480493044279532,1.8126090197961738e-17,10.0325767546571,logoff_count (z=12.45),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
CLB0774,0.18488239341863755,Medium,69,-0.02440762131547288,-0.047622915342122,0.4691775456709767,2.1675782861729246e-16,1.3183961936784396,logoff_count (z=2.04),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
BDV0168,0.1833404323154912,Medium,2,-0.03610462620681975,-0.0396371299864619,0.5151850028733991,6.190334440334207e-17,10.373958870564426,logon_count (z=9.64),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
DMG0358,0.18297284370706796,Medium,128,-0.029098289061698205,-0.0502705465757005,0.30351871096063376,0.0,0.0,logon_count (z=1.47),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
LBC0356,0.17903760812577726,Medium,132,-0.025723973252215895,-0.0502705465757005,0.30351871096063376,0.0,0.0,logon_count (z=1.51),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
WPR0368,0.17726181046429393,Medium,128,-0.026540259597995924,-0.0473832465183645,0.30351871096063376,0.0,0.0,logon_count (z=1.39),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
AVM0947,0.17652028689817267,Medium,29,-0.009956674893302955,-0.0173342969805815,0.7023543150639284,5.650585972152892e-16,1.4286632259542291,logon_count (z=3.30),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
UIR0043,0.17485618892289728,Medium,109,-0.02948309867693072,-0.0473832465183645,0.30351871096063376,0.0,0.0,logon_count (z=1.32),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
SAK0375,0.1733037548331426,Medium,106,-0.02922050110260787,-0.0473832465183645,0.30351871096063376,0.0,0.0,logon_count (z=1.34),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
KJP0371,0.17226975278500323,Medium,110,-0.027645556083063846,-0.0473832465183645,0.30351871096063376,0.0,0.0,logon_count (z=1.39),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
TSM0363,0.1722577419285139,Medium,109,-0.027871518786008333,-0.0473832465183645,0.30351871096063376,0.0,0.0,logon_count (z=1.35),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
GHL0460,0.17176254004082053,Medium,1,-0.0306464174608448,-0.0306464174608448,0.527882192230044,5.53904748155377e-17,11.409460186006037,after_hours_ratio (z=12.32),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
JRS0362,0.17073786581088368,Medium,101,-0.02879617366876176,-0.0473832465183645,0.30351871096063376,0.0,0.0,logon_count (z=1.39),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
KCF0045,0.1702022514025551,Medium,94,-0.03009786445762882,-0.0473832465183645,0.30351871096063376,0.0,0.0,logon_count (z=1.39),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
QNP0216,0.1686286209565123,Medium,100,-0.027721413230210146,-0.0473832465183645,0.30351871096063376,0.0,0.0,logon_count (z=1.40),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
BAJ0654,0.1681726292036217,Medium,113,-0.019381689506742766,-0.0478980534319848,0.3425951427056537,2.0535917218500004e-17,1.547166182962113,file_count (z=1.55),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
JCC0225,0.1675333811901385,Medium,100,-0.02704213580525524,-0.0473832465183645,0.30351871096063376,0.0,0.0,logon_count (z=1.43),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
THR0873,0.16735532766753797,Medium,24,-0.024281193558345075,-0.0396797107983619,0.4890627904277841,2.5979858674225567e-16,0.7888757755062767,after_hours_ratio (z=3.99),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
JAV0361,0.16665014290192734,Medium,93,-0.028128227178150323,-0.0473832465183645,0.30351871096063376,0.0,0.0,logon_count (z=1.46),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
MNS0224,0.16558720998809798,Medium,93,-0.027468986749913906,-0.0473832465183645,0.30351871096063376,0.0,0.0,logon_count (z=1.40),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
KRV0372,0.16550809271930023,Medium,97,-0.026486269746512258,-0.0473832465183645,0.30351871096063376,0.0,0.0,logon_count (z=1.40),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
BJP0134,0.1641603009506806,Medium,5,-0.01090160535554678,-0.0177744976550184,0.6768883857488301,5.320086054417658e-16,1.2150370103721522,logoff_count (z=8.25),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
ACC0042,0.16384036718707876,Medium,87,-0.027786050995463135,-0.0473832465183645,0.30351871096063376,0.0,0.0,logon_count (z=1.51),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
MSH0040,0.1632716660217027,Medium,83,-0.028366985255657007,-0.0473832465183645,0.30351871096063376,0.0,0.0,logon_count (z=1.27),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
BJM0111,0.16321599446668816,Medium,47,-0.025628001454039713,-0.0471180123537906,0.39379215831085435,1.0612001897715782e-16,1.2032753606588045,logoff_count (z=2.35),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
DFR0218,0.1618851925379118,Medium,86,-0.026806846265777014,-0.0473832465183645,0.30351871096063376,0.0,0.0,logon_count (z=1.49),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
BKW0374,0.1618342662634973,Medium,79,-0.02840914493761149,-0.0473832465183645,0.30351871096063376,0.0,0.0,logon_count (z=1.52),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
KSP0357,0.15791557961579225,Medium,63,-0.0297133317786957,-0.0473832465183645,0.30351871096063376,0.0,0.0,logon_count (z=1.43),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
SOB0360,0.15125081562833878,Medium,58,-0.026746845707944125,-0.0473832465183645,0.30351871096063376,0.0,0.0,logon_count (z=1.51),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
MAS0025,0.14953282808092136,Medium,3,-0.0216779699367193,-0.0267700256156224,0.49592239217812695,7.152929437261581e-17,8.813310143125483,device_connects (z=8.52),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
CAS0507,0.14936295874988484,Medium,75,-0.014862010408173646,-0.0504059963359748,0.349598354441756,5.055194175526649e-17,0.7603340976979767,unique_pcs (z=1.47),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
SBN0866,0.14438354517578006,Medium,19,-0.028654010035842364,-0.0365419817634365,0.3569806041256458,5.870144727903127e-17,0.8800931984117997,logoff_count (z=3.52),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
MAR0955,0.1443338596825371,Medium,2,-0.01872445028557515,-0.0310074906740567,0.4839775394820563,1.682156097916904e-17,10.297241874224389,after_hours_ratio (z=11.78),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
JRG0207,0.14245612714526862,Medium,1,-0.0198881387873427,-0.0198881387873427,0.4976395425371728,2.78536518545534e-17,10.682511884855382,logoff_count (z=13.68),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
HWY0038,0.14216655352064378,Medium,33,-0.026948004281505917,-0.0473832465183645,0.30351871096063376,0.0,0.0,logon_count (z=1.31),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
MVH0373,0.13882048935292626,Medium,16,-0.028840748610290894,-0.0473832465183645,0.30351871096063376,0.0,0.0,logon_count (z=1.63),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
FTM0406,0.13782834246557227,Medium,1,-0.0117187661352953,-0.0117187661352953,0.5628057833473638,6.645542291709525e-17,13.0867002813967,device_connects (z=10.94),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
XWD0923,0.13278588832951715,Low,84,-0.013746776748359562,-0.024809844364831,0.3290936220411014,2.5757174171303633e-17,0.5149277804003912,logon_count (z=-1.74),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
GNS0178,0.13096746874930204,Low,20,-0.017063726651242676,-0.0313213551920165,0.39580069772778637,1.017969535472923e-16,1.500127688457723,unique_pcs (z=3.52),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
BMG0917,0.12846537002150563,Low,156,-0.013913225423219025,-0.0465611492941577,0.11090367087334241,-3.224050682586924e-16,1.3106801311278995,logon_count (z=-1.73),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
ILH0958,0.12745646561493584,Low,29,-0.014288286063462883,-0.0482022979800916,0.337304930894389,1.2834948261562503e-17,1.536537850958434,logon_count (z=1.71),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
PNH0761,0.1250998811829328,Low,18,-0.020081960373779205,-0.0333148352238666,0.3404167262993483,5.0321723495757806e-18,2.0410995520766244,after_hours_ratio (z=2.42),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
DFH0188,0.12486985196792263,Low,57,-0.013153533995701518,-0.0247450506368571,0.3452805168226401,4.3638824089312514e-17,0.7770194493149953,logon_count (z=2.16),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
KLH0596,0.11995447784033833,Low,2,-0.0048584437456504,-0.0061678271152288,0.5421124677690309,5.608147127815431e-17,12.247137640474444,file_count (z=12.25),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
DCH0843,0.11834890005308966,Low,2,-0.0090749890231385,-0.014800654904825,0.47637297794950273,-1.3590661163514847e-17,11.063503813166603,file_count (z=11.06),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
TDS0984,0.11699310712660005,Low,19,-0.014211829514265495,-0.0416600561035407,0.3223965003776402,-1.3425952855932125e-17,1.6907831728560458,logon_count (z=2.43),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
MYD0978,0.1155485118693406,Low,1,-0.00088898914959,-0.00088898914959,0.5684688915456287,7.544670355835637e-18,15.811513787552672,file_count (z=15.81),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
EAH0466,0.11429948824061781,Low,2,-0.01646906934985935,-0.0223727865149713,0.37571192352975674,7.612957883143931e-17,1.3152816598375026,logoff_count (z=2.74),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
RKD0604,0.11388206137903682,Low,1,-0.0061678271152288,-0.0061678271152288,0.503076118875353,6.672366853293573e-17,9.442631657178383,file_count (z=9.44),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
EHB0824,0.11378635269428183,Low,1,-0.0052491230934497,-0.0052491230934497,0.5125281188308226,4.538647584945608e-18,12.530215054346677,file_count (z=12.53),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
HRB0351,0.11169599365724632,Low,9,-0.015443746318750833,-0.0247450506368571,0.35127057191389743,2.637866716472304e-17,1.83879307635791,logoff_count (z=3.05),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
PAD0773,0.11065083440890565,Low,20,-0.012385465005631185,-0.0247450506368571,0.35000110362447046,2.8236886175437506e-17,1.6864910857413358,logoff_count (z=1.90),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
MCD0125,0.1054096185824267,Low,1,-0.014289458909741,-0.014289458909741,0.37292478572694787,2.3339915858597042e-17,3.2787566881424026,after_hours_ratio (z=4.95),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
ZKS0899,0.10285361957018399,Low,38,-0.013799555429720977,-0.0181478216344533,0.2838698044134182,-4.6205813741625014e-17,0.671783110680726,logon_count (z=2.80),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
RSC0089,0.1024138674407277,Low,11,-0.005670893403917098,-0.01629239352019,0.40310692436418805,4.2414686597609865e-17,4.343940570975739,unique_pcs (z=3.24),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
JDF0593,0.10221077124670892,Low,2,-0.00807593381847915,-0.0105516095058799,0.4154107504663473,4.137839094403471e-17,5.134228847425421,logoff_count (z=3.15),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
BIH0745,0.09977257801722537,Low,1,-0.00088898914959,-0.00088898914959,0.4895892222850525,9.463880296717915e-17,7.49431758668506,device_connects (z=8.03),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
JMD0520,0.09917533947307831,Low,1,-0.0023836830108299,-0.0023836830108299,0.4704464417233396,1.7801851946575786e-16,2.960874863919694,unique_pcs (z=4.80),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
ESH0283,0.0989728553912739,Low,7,-0.009364472495790572,-0.0106508738923917,0.3791518993075391,7.187571026475002e-17,1.6964092950030425,logon_count (z=2.98),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
HRL0540,0.09889971628477104,Low,13,-0.010183471262293707,-0.022504573716271,0.32832528974577946,-2.8236886175437506e-17,2.6498671936272644,logoff_count (z=3.58),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
AIP0982,0.09700959732408271,Low,12,-0.016010120739940858,-0.0247450506368571,0.267627431576161,-7.28383313843672e-17,0.7599030037204973,logoff_count (z=4.26),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
CHM0821,0.09559866526813698,Low,2,-0.005114774783951051,-0.0070741701341723,0.41577674193201564,1.0653007057096877e-16,2.523982889603193,after_hours_ratio (z=3.21),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
KCO0122,0.09388942039074827,Low,2,-0.00665792507258735,-0.0101577624106489,0.3863177924038078,5.558933595130185e-17,2.790360170231914,unique_pcs (z=4.32),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
MDM0625,0.09277346035202688,Low,59,-0.015258477825424529,-0.0292602172599399,0.15166008140498968,-2.5028149110046883e-16,0.8755930743507261,logoff_count (z=2.14),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
BRM0995,0.092736635726134,Low,6,-0.004383683418818983,-0.0149788781612972,0.37811547512098187,1.732718015310938e-17,3.8374450595445966,after_hours_ratio (z=3.53),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
AIB0948,0.08785286587540035,Low,13,-0.008706876110932084,-0.0190307207783597,0.29453944804243465,-9.914997532057034e-17,3.460048512699262,logon_count (z=3.60),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
KKW0879,0.08631184965047807,Low,3,-0.0028636208381363003,-0.0083265574748369,0.38216836798356735,3.932039878880763e-17,3.195319503676048,after_hours_ratio (z=3.59),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
HSB0196,0.08171851947566106,Low,21,-0.02703017614644208,-0.0459001878642496,0.027271429744510627,-4.3801219961000915e-16,0.8947101448612876,after_hours_ratio (z=5.07),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
ESJ0670,0.07680152801356735,Low,5,-0.00603598327908144,-0.0106508738923917,0.298892318074592,-5.3743280172937514e-17,1.8901287133896203,logon_count (z=3.11),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
KMB0922,0.07284609140827186,Low,1,-0.0016776834843058,-0.0016776834843058,0.34643155900487965,-1.1951409330242478e-17,3.0932050937710014,unique_pcs (z=4.53),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
RRC0553,0.07234574265062911,Low,1,-0.0106508738923917,-0.0106508738923917,0.24693594724038653,-1.0517902338554114e-16,0.8080363857747939,logoff_count (z=8.60),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
NAF0326,0.07097036418676198,Low,1,-0.0018670200700754,-0.0018670200700754,0.33500632776582956,-3.1421978071405224e-17,3.1849570111728704,logon_count (z=3.69),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
ATP0662,0.05609226167803341,Low,1,-3.105463582542267e-05,-3.105463582542267e-05,0.28046130839016703,-1.104470573720363e-16,3.06017297910446,file_count (z=2.77),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
QRM0739,0.05126281645535985,Low,18,-0.011022033406187327,-0.0181478216344533,0.08594202484801203,-3.516775823668126e-16,0.9750962436946456,logon_count (z=4.14),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
DIB0081,0.05070448859926934,Low,1,-0.0046129688799766,-0.0046129688799766,0.20399517732333028,-2.021702421385316e-16,2.1150514409427643,file_count (z=2.12),NOT COMPUTED - no data source,NOT COMPUTED - no data source,NOT COMPUTED - no data source
