user,logon_count_mean,logon_count_std,logoff_count_mean,logoff_count_std,unique_pcs_mean,unique_pcs_std,after_hours_ratio_mean,after_hours_ratio_std,device_connects_mean,device_connects_std
ADD0846,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
ADF0397,1.0,0.0,1.0,0.0,1.0,0.0,0.5346820809248555,0.4995180721771726,0.0,0.0
AES0827,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
AGB0186,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AGB0643,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
AHC0142,1.955958549222798,0.4271661233977583,1.145077720207254,0.35263625963054007,1.145077720207254,0.35263625963054007,0.0,0.0,0.0,0.0
AHD0848,1.9136125654450262,0.4971024035666309,1.1282722513089005,0.371965975378848,1.1282722513089005,0.371965975378848,0.580715532286213,0.2030328802889855,0.39267015706806285,0.6779223246948428
AHG0634,1.860759493670886,0.4580261504839331,1.0822784810126582,0.2978733513077899,1.0696202531645569,0.255315181951578,0.5949367088607594,0.20723561214500846,0.0,0.0
AHM0410,2.0538243626062322,0.4263259300222338,1.2974504249291785,0.4577852606151347,1.2974504249291785,0.4577852606151347,0.0,0.0,1.1161473087818696,0.8954397731446744
AIB0948,2.1416184971098264,0.5165680887023131,1.346820809248555,0.5656380337184802,1.346820809248555,0.5656380337184802,0.0,0.0,8.641618497109826,0.6221996828495052
AIH0675,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AIM0627,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AIP0394,1.831908831908832,0.5531277844678804,1.0883190883190883,0.2841634753955559,1.0,0.0,0.4382716049382716,0.434736907472095,0.0,0.0
AIP0982,1.8381502890173411,0.4338450140180499,1.0520231213872833,0.22239528599313385,1.0520231213872833,0.22239528599313385,0.0,0.0,1.0578034682080926,0.902241862614789
AIS0405,1.0,0.0,1.0,0.0,1.0,0.0,0.6560693641618497,0.47570620069278613,0.0,0.0
AJC0840,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
AJD0074,1.937984496124031,0.4274021655981294,1.1679586563307494,0.37431349021889104,1.1679586563307494,0.37431349021889104,0.27260981912144705,0.32276287155780814,0.3875968992248062,0.6594480049903075
AJF0370,4.7640750670241285,1.4473173236059915,3.994638069705094,1.3873364246690374,3.994638069705094,1.3873364246690374,0.9123196731775819,0.3689043391842374,11.423592493297587,1.5284685445099615
AJH0175,1.1473087818696883,0.40710990580629974,1.1473087818696883,0.35491653685463415,1.0,0.0,0.17422096317280453,0.35168187928636274,0.45042492917847027,0.7018288533373156
AJL0462,1.8628571428571428,0.5228781459045622,1.0914285714285714,0.28863022870699934,1.0,0.0,0.08428571428571428,0.24651156928403276,0.0,0.0
AJN0607,2.0838150289017343,0.477218280690976,1.3179190751445087,0.466342232153766,1.3179190751445087,0.466342232153766,0.0,0.0,2.985549132947977,1.017139703206903
AJP0723,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AJR0319,1.8206278026905829,0.38409451147097545,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AJR0932,1.0153061224489797,0.18884373722876946,1.0153061224489797,0.1593911755214769,1.0,0.0,0.014455782312925169,0.12376196607033871,0.09693877551020408,0.9090941201598776
AKC0924,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
AKF0709,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AKH0758,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AKK0329,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AKR0057,1.8138528138528138,0.4520276588097286,1.051948051948052,0.2224040914604821,1.051948051948052,0.2224040914604821,0.40331890331890335,0.3534284118501887,2.103896103896104,1.2879145487224066
AKW0167,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ALB0892,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ALC0788,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
ALD0529,1.7976878612716762,0.40230549459665466,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ALD0544,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ALH0402,1.0,0.0,1.0,0.0,1.0,0.0,0.5520231213872833,0.498006413482446,0.0,0.0
AMD0077,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AMH0464,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AMH0794,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AMJ0297,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AMM0014,1.0,0.0,1.0,0.0,1.0,0.0,0.017341040462427744,0.13072765979484233,0.0,0.0
AMR0318,1.836676217765043,0.47249200082205195,1.0659025787965617,0.24846795329613397,1.0,0.0,0.05945558739255014,0.2277514953445667,0.4040114613180516,0.638862098952079
AMR0400,1.0,0.0,1.0,0.0,1.0,0.0,0.5173410404624278,0.5004228755450427,0.0,0.0
AMV0036,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AMW0392,1.7866666666666666,0.4101170455995628,1.0,0.0,1.0,0.0,0.4677777777777778,0.3329786531738005,0.0,0.0
ANM0123,2.0,0.5773502691896257,1.28,0.458257569495584,1.28,0.458257569495584,0.5533333333333333,0.20816659994661327,1.16,0.8981462390204987
ANP0555,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ANT0430,1.8815028901734103,0.41752069634412214,1.0722543352601157,0.25928352574022406,1.0722543352601157,0.25928352574022406,0.0,0.0,0.0,0.0
AOB0019,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AOK0844,1.947780678851175,0.4603538747444276,1.1488250652741514,0.3846429338948245,1.0992167101827677,0.31635094259752483,0.6007397737162751,0.22534351876113695,1.0626631853785902,0.87204412256718
AOS0987,2.0491329479768785,0.41760094634656314,1.2716763005780347,0.4454680903865636,1.2716763005780347,0.4454680903865636,0.0,0.0,0.0,0.0
APG0307,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AQD0820,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
ARA0252,1.783236994219653,0.4126365371448354,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ARB0834,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
ARB0881,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ARD0509,1.046242774566474,0.21031457189301064,1.046242774566474,0.21031457189301064,1.046242774566474,0.21031457189301064,0.0,0.0,0.0,0.0
ARL0034,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ASB0796,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ASD0577,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ASG0048,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ASG0692,1.0,0.0,1.0,0.0,1.0,0.0,0.6098265895953757,0.4884954410520381,0.0,0.0
ASL0378,1.7919075144508672,0.4065312474948835,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ASM0575,1.7947976878612717,0.40443424731399225,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ASS0206,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ASS0517,1.777456647398844,0.41655649041793513,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ASV0946,1.7630057803468209,0.4258545508940997,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ATE0869,1.8580246913580247,0.4612929022401288,1.0781893004115226,0.26874587154580004,1.059670781893004,0.23711995018008922,0.018689986282578872,0.12957291164500692,0.43209876543209874,0.6505497425599862
ATF0274,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ATP0662,1.9844559585492227,0.5853331513380331,1.2409326424870466,0.4460308772978939,1.0595854922279793,0.23702448598785952,0.43803972366148536,0.4214574966778444,1.0207253886010363,0.917130189304095
AVM0947,1.083815028901734,0.2775115308315889,1.083815028901734,0.2775115308315889,1.083815028901734,0.2775115308315889,0.0,0.0,8.664739884393063,0.6440582982650289
AWM0764,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BAH0875,1.3061797752808988,0.5707084909779383,1.3061797752808988,0.5135526756705685,1.1067415730337078,0.30921900814666736,0.25023408239700373,0.4513715230055449,0.0,0.0
BAJ0654,1.1213872832369942,0.32704976399268393,1.1213872832369942,0.32704976399268393,1.1213872832369942,0.32704976399268393,1.010115606936416,0.17206836672724385,0.4046242774566474,0.6263596252653263
BAK0964,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BAL0044,4.910919540229885,1.5090872728128686,4.129310344827586,1.4436395672876587,4.063218390804598,1.4148341267960287,0.900574712643678,0.38117562040374814,3.2471264367816093,1.465006935527427
BAM0611,1.7658959537572254,0.4240507634854179,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BAM0636,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
BBG0325,1.8583815028901733,0.430909700489216,1.0635838150289016,0.24436345032191173,1.0635838150289016,0.24436345032191173,0.0,0.0,1.0635838150289016,0.8889028509696241
BBH0810,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
BBS0039,4.222929936305732,1.398711522990638,4.222929936305732,1.398711522990638,4.210191082802548,1.405264128534424,1.101380042462845,0.4239700179869444,0.012738853503184714,0.15961737689352443
BBS0422,1.2087378640776698,0.4884269992032155,1.2087378640776698,0.4413222327423601,1.0728155339805825,0.2601493768003154,0.2196601941747573,0.4726464213239513,0.3737864077669903,0.6169481698584468
BCB0679,2.0533807829181496,0.4148979575760931,1.2846975088967971,0.45207537017094923,1.2846975088967971,0.45207537017094923,0.0,0.0,0.0,0.0
BCM0653,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
BCR0581,2.0,0.40288812414826797,1.2080924855491328,0.4065312474948834,1.2080924855491328,0.4065312474948834,0.0,0.0,0.0,0.0
BDB0453,1.146131805157593,0.38486927896082335,1.146131805157593,0.3617775318859357,1.0,0.0,0.16905444126074498,0.35568368666367983,0.0,0.0
BDI0533,1.9113082039911309,0.4332110806001703,1.1441241685144123,0.3516056157008344,1.1441241685144123,0.3516056157008344,0.0,0.0,2.0443458980044347,1.0318409460117721
BDV0168,1.0303030303030303,0.20435032163952155,1.0303030303030303,0.20435032163952155,1.0,0.0,0.026262626262626262,0.1686382523218775,0.09696969696969697,0.7826178896953795
BEC0505,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BEH0615,1.954674220963173,0.4745655535215712,1.1501416430594902,0.3881866823253895,1.1501416430594902,0.3881866823253895,0.0,0.0,1.1161473087818696,0.9627109573124141
BER0314,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BHC0665,1.3381502890173411,0.4737651108368924,1.3381502890173411,0.4737651108368924,1.3381502890173411,0.4737651108368924,0.0,0.0,0.0,0.0
BHW0458,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BIH0745,1.0277777777777777,0.16490914830605122,1.0277777777777777,0.16490914830605122,1.0,0.0,0.03125,0.16951958032005657,0.0763888888888889,0.48875267403787814
BIS0247,1.8757062146892656,0.5389399769128369,1.1073446327683616,0.3189967628615591,1.0,0.0,0.11299435028248588,0.32457668802307404,0.327683615819209,0.5781397847109662
BJH0354,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BJH0811,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
BJM0111,1.148051948051948,0.3837894895569345,1.148051948051948,0.3628627458066925,1.0,0.0,0.17922077922077922,0.43191002099252834,7.581818181818182,1.8747727134969527
BJP0134,1.777456647398844,0.42345768520429805,1.0144508670520231,0.1195128477083614,1.0144508670520231,0.1195128477083614,0.0,0.0,8.604046242774567,0.652207700668989
BJW0619,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BKW0374,3.9248554913294798,1.3684289550954665,3.9248554913294798,1.3684289550954665,3.9248554913294798,1.3684289550954665,1.057514450867052,0.41771333729929777,0.0,0.0
BLB0114,2.0115606936416186,0.4372302720516478,1.19364161849711,0.39572355876107784,1.19364161849711,0.39572355876107784,0.0,0.0,0.0,0.0
BLL0929,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BLS0678,1.8208955223880596,0.42161735499128905,1.0199004975124377,0.1400071071401421,1.0,0.0,0.012437810945273632,0.08809763918432062,0.01990049751243781,0.1720522887082623
BMC0547,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BMG0917,1.828080229226361,0.47851786786557304,1.0515759312320916,0.22148683335599031,1.0,0.0,0.6404011461318052,0.2599139597270739,8.541547277936962,1.0180096149167608
BMM0112,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BMS0877,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BMT0528,1.0751445086705202,0.2640061636004607,1.0751445086705202,0.2640061636004607,1.0751445086705202,0.2640061636004607,0.0,0.0,2.060693641618497,1.0546315154634482
BNG0237,1.760115606936416,0.4276311405795872,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BNR0965,1.7803468208092486,0.4146112493195609,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BQS0525,1.1428571428571428,0.35355339059327373,1.1428571428571428,0.35355339059327373,1.1428571428571428,0.35355339059327373,0.0,0.0,8.020408163265307,0.9011519460845506
BRB0355,2.085714285714286,0.4778281049951144,1.3252747252747252,0.46899306481478253,1.3252747252747252,0.46899306481478253,0.0,0.0,1.9736263736263737,1.0257515955955303
BRM0995,1.8554913294797688,0.40566483800567366,1.0780346820809248,0.26861460773628626,1.0780346820809248,0.26861460773628626,0.6180154142581888,0.2498819916392715,8.592485549132949,0.6926957682322006
BRS0734,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.1636363636363636,1.0538463645776097
BSA0431,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BSB0990,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BSH0445,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BSS0369,4.02510460251046,1.4521056464114697,4.02510460251046,1.4521056464114697,4.01255230125523,1.4508217652496096,0.9773660091651724,0.44965284211116446,11.464435146443515,1.697065805343771
BSS0463,1.0520231213872833,0.22239528599313393,1.0520231213872833,0.22239528599313393,1.0520231213872833,0.22239528599313393,0.0,0.0,0.0,0.0
BTL0226,1.9061032863849765,0.4664299666722792,1.1314553990610328,0.36548784164205167,1.107981220657277,0.32589811989536405,0.4174491392801252,0.3349010510419989,0.03755868544600939,0.3199316739882209
BTL0722,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BTN0061,2.023121387283237,0.4625544351881979,1.2485549132947977,0.4893778287730555,1.2485549132947977,0.4893778287730555,0.3159922928709056,0.3477271885918611,0.0,0.0
BTR0403,1.9884393063583814,0.504914276625634,1.23121387283237,0.49782975430437554,1.23121387283237,0.49782975430437554,0.4342485549132948,0.31742213044280015,1.0982658959537572,0.955015683212254
BTS0011,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BTW0005,1.346820809248555,0.4766474189592372,1.346820809248555,0.4766474189592372,1.346820809248555,0.4766474189592372,0.0,0.0,0.0,0.0
BVC0790,2.191780821917808,0.585660867806508,1.4269406392694064,0.5520133742464566,1.3105022831050228,0.46322837258354554,0.07534246575342465,0.22823418575494833,2.006849315068493,1.03151645943002
BVN0514,1.0727272727272728,0.26087681753707737,1.0727272727272728,0.26087681753707737,1.0727272727272728,0.26087681753707737,0.0,0.0,0.0,0.0
BWH0813,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
BWP0202,2.2619718309859156,0.6901989799852118,1.4985915492957746,0.6215283144725554,1.323943661971831,0.46863933005651354,0.1615962441314554,0.35345033202872317,0.36338028169014086,0.6291504981541411
BXJ0010,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BYP0070,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CAA0612,1.7716763005780347,0.420360189739548,1.0,0.0,1.0,0.0,0.0,0.0,0.3699421965317919,0.6339373142418773
CAB0388,1.7630057803468209,0.4258545508940997,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CAB0614,1.9884393063583814,0.4991405866998909,1.2254335260115607,0.4581506143436602,1.2254335260115607,0.4581506143436602,0.0,0.0,1.0635838150289016,0.917781123964425
CAC0889,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CAH0936,2.058139534883721,0.5483553541739556,1.2383720930232558,0.5027802479176946,1.197674418604651,0.45421399088667874,0.024709302325581394,0.12711465149152515,0.0755813953488372,0.5824802878499101
CAM0102,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CAM0681,1.7716763005780347,0.420360189739548,1.0,0.0,1.0,0.0,0.41763005780346824,0.35672608192938765,1.0404624277456647,0.8738280366952461
CAN0842,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
CAS0507,2.118155619596542,0.49900368827781244,1.3429394812680115,0.49327911212017217,1.3170028818443804,0.46598048470982034,0.01585014409221902,0.08374736811293246,1.0979827089337175,0.9038590801083838
CBB0365,5.08092485549133,1.5339010644420172,4.329479768786127,1.547732615897898,4.329479768786127,1.547732615897898,0.8713941646022572,0.36997296949300396,0.0,0.0
CBG0398,1.0,0.0,1.0,0.0,1.0,0.0,0.5549132947976878,0.49769511474699635,0.0,0.0
CBG0490,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CCA0046,4.0,1.4730919862656238,4.0,1.4730919862656238,3.990049751243781,1.4559878081606448,1.0799099739398248,0.3994766088468544,3.771144278606965,1.7050991713327415
CCC0393,1.0,0.0,1.0,0.0,1.0,0.0,0.5520231213872833,0.4980064134824462,0.0,0.0
CCH0182,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CCH0685,1.8439306358381502,0.43596388075114034,1.0664739884393064,0.24946957216738785,1.0664739884393064,0.24946957216738785,0.3420038535645472,0.354981070894832,0.0,0.0
CCL0068,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.1979166666666665,1.2179247071697397
CCM0136,1.829479768786127,0.44701686366523774,1.0520231213872833,0.222395285993134,1.0520231213872833,0.222395285993134,0.0,0.0,0.3468208092485549,0.6194469316502725
CCM0467,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CCM0855,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CCR0863,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CCW0031,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CCW0524,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CEB0210,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CEJ0109,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.006289308176101,1.0977283992109428
CEL0561,1.777456647398844,0.41655649041793513,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CFG0959,1.2630057803468209,0.4409031376369248,1.2630057803468209,0.4409031376369248,1.2630057803468209,0.4409031376369248,0.0,0.0,0.0,0.0
CFM0767,1.9485714285714286,0.6128384936005904,1.1828571428571428,0.42249478339684154,1.0714285714285714,0.27924522561625287,0.08414285714285714,0.21233862214267524,1.0714285714285714,0.8484171774060946
CFW0264,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CGA0629,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CGB0637,1.7630057803468209,0.4258545508940996,1.0,0.0,1.0,0.0,0.6184971098265896,0.2129272754470498,3.1271676300578033,1.036164365392175
CGF0337,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CHG0146,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CHM0821,2.1647398843930636,0.5153015905711956,1.3641618497109826,0.5110818503788932,1.3323699421965318,0.47174500802992714,0.5992292870905588,0.28052065136433996,1.0635838150289016,0.8986320619751731
CIG0052,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CIM0271,1.8323699421965318,0.4383019164827601,1.0491329479768785,0.21645858381105404,1.0491329479768785,0.21645858381105404,0.0,0.0,2.0953757225433525,0.9983357182077965
CIM0926,1.0043668122270741,0.06608186004550898,1.0043668122270741,0.06608186004550898,1.0043668122270741,0.06608186004550898,0.9978165938864629,0.03304093002275449,0.0,0.0
CJC0494,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CJF0802,1.9289772727272727,0.6387854211680277,1.1960227272727273,0.4318991118152974,1.0568181818181819,0.23182440281936187,0.11595643939393939,0.2981986129834611,0.0,0.0
CJG0470,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CJH0702,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CJK0200,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CJM0138,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CJM0521,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CJP0952,1.8764367816091954,0.47316087645967786,1.0948275862068966,0.30306165689895714,1.0603448275862069,0.23846748109730256,0.02538314176245211,0.1494273841742991,0.0,0.0
CJV0286,1.783236994219653,0.4126365371448352,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CKB0427,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CKB0482,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CKD0680,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CKH0144,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CKP0721,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CLB0774,1.1876750700280112,0.44477544614639913,1.1876750700280112,0.39811977443741603,1.0,0.0,0.23202614379084965,0.43031015068378126,8.369747899159664,1.6242485534033682
CLD0894,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CLF0852,2.1300578034682083,0.4476910128938103,1.3265895953757225,0.46964487268802885,1.3265895953757225,0.46964487268802885,0.0,0.0,0.0,0.0
CLH0703,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CLS0296,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CMB0912,2.033096926713948,0.500086824276722,1.2245862884160756,0.5003891911853702,1.2245862884160756,0.5003891911853702,0.0,0.0,0.0,0.0
CMM0487,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CMS0454,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CMW0783,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CNB0900,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CNE0352,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CNM0800,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
COF0120,1.1203007518796992,0.34831332641448426,1.1203007518796992,0.325926116988623,1.0,0.0,1.0344611528822056,0.19948251173824638,0.0,0.0
COM0321,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CPG0322,1.453757225433526,0.6132831948794576,1.453757225433526,0.6132831948794576,1.453757225433526,0.6132831948794576,0.0,0.0,0.37283236994219654,0.5919866436934778
CQH0701,1.783236994219653,0.41263653714483534,1.0,0.0,1.0,0.0,0.0,0.0,0.3959537572254335,0.6477482407252484
CQH0730,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CQW0652,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0428134556574924,1.179321594031788
CRD0624,1.1111111111111112,0.3178208630818641,1.1111111111111112,0.3178208630818641,1.0,0.0,0.14444444444444443,0.33067118765237824,0.0,0.0
CRK0916,1.7863247863247864,0.5154037501231685,1.0541310541310542,0.22659914242373325,1.0,0.0,0.6590693257359924,0.27935166652967924,0.0,0.0
CRO0027,1.8448275862068966,0.4479240931704523,1.0545977011494252,0.22752042488773994,1.0344827586206897,0.18272833725237955,0.01772030651340996,0.10996829949368908,0.0,0.0
CRP0456,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
